행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
서울특별시 강남구 도곡1동,11230660,"2,627",20566,8226,31.93532701,12.77350968,0.0003,57.11920529801324,4364.569536423841,91.72727272727272,10954.95867768595,63.20618556701031,10222.721649484536,,,25019.04761904762,42159.27344,27483.898305084746,,70.68422119743208,8514.083287864776,31554.073120544123,1,20,21,266,91,43,66,184,106,15,49,32,241,3977
서울특별시 강남구 도곡2동,11230670,"2,106",32649,11470,18.36094159,6.450427272,0.0002,,,142.88275862068966,29335.896551724138,60.71794871794872,11653.333333333334,81.83333333,8050,,64560.38333333333,38421.57894736842,24261.11111111111,95.14468022287946,16346.409961685824,42414.35779727095,3,10,13,274,77,19,61,170,87,2,39,41,273,3937
서울특별시 강남구 개포1동,11230680,937,11886,4369,21.44655528,7.883223961,0.0001,,,,,65.58333333333333,3150,,,,,12264.444444444443,,65.58333333333333,3150,12264.444444444443,,,,7,1,1,26,19,14,0,2,0,10,2442
서울특별시 강남구 개포4동,11230710,"3,690",23203,10049,36.72007165,15.90311598,0.0004,,,119.73039215686276,30705.617647058825,67.63582089552239,10914.916417910448,79.9,2944.2,,77064.17910447762,30175.26682,33153.84615384616,89.08873768412839,14854.911354989757,46797.76402482243,,,,430,78,15,78,251,137,7,92,53,226,4309
서울특별시 강남구 일원본동,11230720,"1,500",22805,7995,18.76172608,6.577504933,0.0002,55.95,4056.6,94.50579151,13687.258687258687,84.76,22168,,,24912.6,40176.12050739958,44846,,78.40526383526384,13303.952895752896,36644.90683579986,1,14,15,14,21,4,21,68,32,0,8,14,47,2948
서울특별시 강남구 일원1동,11230730,"3,603",14558,7438,48.44044098,24.74927875,0.0004,,,88.39705882,15256.411764705885,69.925,10408.083333333334,,,,39522.21311,27416.442815249266,,79.16102941,12832.247549019608,33469.327965001685,,,,86,42,14,35,121,90,4,29,42,179,3633
서울특별시 강남구 수서동,11230750,"3,886",14027,7719,50.34330872,27.70371427,0.0004,91.875,5812.5,81.93617021276596,11080.22340425532,,,81.67567568,1696.216216,53333.333333333336,35108.992424242424,,23470.58823529412,85.16228196425531,6196.313206751773,37304.30466428996,2,11,13,274,30,19,48,117,44,1,55,17,214,3837
서울특별시 강남구 세곡동,11230760,"7,035",45531,19386,36.28907459,15.4510114,0.0007,87.10638298,9984.751773049646,33.964827586206894,9345.238620689655,133.22727272727272,46181.81818181818,64.85365854,4270.96206,34743.934911242606,30515.56506849315,71489.54794520549,21378.77225672878,79.78803546,17445.69265888937,39531.955045417504,,,,216,101,17,68,175,103,0,63,26,196,3753
서울특별시 강남구 압구정동,11230770,"2,686",25580,10001,26.85731427,10.50039093,0.0003,500,10000,141.76,8157.333333333333,108.3877551020408,12304.897959183674,,,,41503.637681159424,51509.42857142857,,250.0492517006803,10154.077097505668,46506.53313,1,17,18,701,326,244,98,804,410,11,99,100,1045,6914
서울특별시 강남구 청담동,11230780,"4,324",24629,10830,39.92613112,17.55653904,0.0004,79.28571428571429,4010.43956,221.88826815642457,17043.96648044693,111.83771929824562,9123.377192982456,66.125,15811.25,22782.14285714286,62648.392592592594,42390,13133.666666666666,119.78417543509613,11497.258308467237,35238.55052910053,,,,1094,271,205,215,835,489,12,237,101,765,7341
서울특별시 강남구 대치2동,11230790,"2,520",38235,13302,18.94451962,6.590819929,0.0003,70.04198473282443,5835.545801526718,164.22929936305732,36965.93630573248,83.28099173553719,12362.355371900829,87.71014493,4218.115942,24797.23391812865,79675.90291262136,32680.444444444445,27873.88888888889,101.31560519035473,14845.488355290006,41256.86754102084,1,21,22,1027,355,38,168,384,130,22,179,92,505,6054
서울특별시 강남구 개포2동,11230800,"2,577",41684,14816,17.39335853,6.182228193,0.0003,56.75464684,3982.825278810409,92.07066052227344,24019.689708141323,79.80952380952381,4866.666666666667,106,1631.578947,19700.93023255814,68592.18705035972,28124.939393939392,24424.36363636364,83.65870779294931,8625.19015,35210.60507830522,3,9,12,68,83,30,136,103,62,3,16,28,138,3869
서울특별시 송파구 풍납1동,11240510,"2,318",11788,5594,41.4372542,19.66406515,0.0002,43,828.5714285714286,66.11111111111111,23388.88888888889,30.93548387096774,10845.16129032258,,,13612.5,42164.61538461538,22090.87719298245,,46.68219832735962,11687.540535927634,25955.997525865943,,,,34,15,3,17,109,61,0,18,17,94,2202
서울특별시 송파구 풍납2동,11240520,"4,134",23708,10610,38.96324222,17.43715202,0.0004,42.3955774,3371.100737100737,85.09782608695652,16822.190217391304,40.48484848484848,6782.099567099567,,,14085.323383084577,45571.720524017466,20170.297297297297,,55.992750657268324,8991.796840530536,26609.113734799783,1,15,16,108,37,8,42,160,90,10,24,25,129,2679
서울특별시 송파구 거여1동,11240530,"2,235",12027,5573,40.10407321,18.58318783,0.0002,,,18.70689655172414,6677.120689655172,53.833333333333336,7648.178571428572,86,3090.909091,,38093.75,22160.098591549297,24546.666666666668,52.84674329501916,5805.402784027915,28266.83841940532,1,6,7,44,23,6,19,96,72,4,14,29,125,2523
서울특별시 송파구 거여2동,11240540,"3,342",23561,10082,33.14818488,14.18445737,0.0003,45.333333333333336,3610.865671641791,47.00696055684455,9564.185614849188,50.18518518518518,8296.296296296296,66.72222222,5594.444444,15691.541666666666,32896.53083700441,19860,27952.125,52.31192532384077,6766.448006696819,24100.04937591777,,,,26,35,25,35,109,59,2,21,34,123,2598
서울특별시 송파구 마천1동,11240550,"3,618",17982,8568,42.22689076,20.12012012,0.0004,34.333333333333336,1773.0123456790122,22.589211618257263,6262.580912863071,47.09782608695652,5935.597826086957,104.6666667,2000,12018.181818181818,15929.648780487803,17776.565476190477,,52.17175943463678,3992.7977711572603,15241.465358286698,1,7,8,46,13,4,60,132,71,5,16,24,156,2676
서울특별시 송파구 마천2동,11240560,"3,655",17584,8517,42.91417166,20.78594177,0.0004,35.85760517799353,2473.8187702265373,58.07407407407408,13387.185185185184,45.67857142857143,6819.375,,,10788.938356164384,32360.91836734693,18303.454901960784,,46.53675022687968,7560.126318470574,20484.437208490697,,,,32,33,9,33,244,98,1,32,29,208,2898
서울특별시 송파구 방이1동,11240570,"1,908",15124,6108,31.23772102,12.61571013,0.0002,,,75,19500,55.091575091575095,10212.630036630037,37,19000,,28666.666666666668,28829.816733067728,36666.66666666666,55.6971917,16237.543345543345,31387.716688800352,1,6,7,104,121,13,27,136,97,3,13,62,248,3033
서울특별시 송파구 방이2동,11240580,"9,979",26240,15769,63.2823895,38.02972561,0.001,58,3986.6666666666665,72.45833333333333,12747.916666666666,62.45792349726776,7820.268852459017,86.59263393,4326.938616,13597.5,32180.91176470588,24878.23744292237,25058.16295264624,69.87722269015026,7220.447700448087,23928.70304006862,1,12,13,537,123,29,139,340,203,57,105,124,719,4625
서울특별시 송파구 오륜동,11240590,692,17796,5896,11.73677069,3.888514273,0.0001,56.498168498168496,4860.07326,,,,,71.668,3112.4,20182.718446601943,,,21423.31868131868,64.08308424908425,3986.2366300000003,20803.01856396031,3,13,16,30,11,6,18,154,24,1,12,8,63,2616
서울특별시 송파구 오금동,11240600,"4,889",37413,15612,31.31565462,13.06765028,0.0005,50.60150376,3585.0225563909776,63.305263157894736,12760.22105263158,54.25071225071225,8894.034188034188,70.0625,2250,17886.36923076923,36788.665,24120.32328767123,22962.5,59.554994792151746,6872.319449264186,25439.464379610115,2,16,18,119,99,16,58,244,165,2,50,84,316,3481
서울특별시 송파구 송파1동,11240610,"6,672",23366,12491,53.41445841,28.55430968,0.0007,,,99.29411764705884,16058.823529411764,51.92911010558069,8328.195324283559,86.75,6675,,40533.89473684211,24369.81258,27000,79.32440925087984,10354.006284565106,30634.56910625187,,,,269,100,19,70,249,176,12,55,81,508,3897
서울특별시 송파구 송파2동,11240620,"1,813",18548,7126,25.44204322,9.774638775,0.0002,53.72916666666666,4647.2125,93.86666666666666,30269.33333333333,50.41048034934498,9068.331877729255,,,17551.8875,51308.29508196721,24813.87817258884,,66.00210456089276,14661.625903687527,31224.68691818535,,,,60,63,6,31,116,71,2,23,21,163,2934
서울특별시 송파구 석촌동,11240630,"9,540",30766,17057,55.93011667,31.00825587,0.001,55.34770889487871,4571.827493261456,95.21818181818182,3558.181818181818,50.35894357743097,8618.503601440576,60.2375,3218.75,17062.823529411766,40224.5,23997.049445005046,21259.25925925926,65.29058357262288,4991.815728220962,25635.908058419016,2,11,13,274,122,28,111,367,245,24,57,127,622,4385
서울특별시 송파구 삼전동,11240640,"9,058",29075,16130,56.15623063,31.1539123,0.0009,54.24937655860349,4084.992518703242,85.3,4505,49.40216154721274,9443.798634812289,69,11428.57143,17450.034246575342,34213,24675.34973821989,23862.869565217392,64.48788452645405,7365.590645878882,25050.313387503156,1,7,8,162,109,22,84,201,214,13,31,97,349,3720
서울특별시 송파구 가락본동,11240650,"4,777",25187,11576,41.26641327,18.96613332,0.0005,51.86062717770035,5097.550522648084,75.67346939,15330.61224489796,56.49887133182844,8701.699774266366,66.41176471,3367.647059,18742.418604651164,40055.55744680851,25179.89768976897,19366.666666666668,62.611183151820974,8124.377400203102,25836.13510197383,1,10,11,453,78,30,98,325,144,25,125,162,576,4474
서울특별시 송파구 가락1동,11240660,"1,624",27468,9801,16.56973778,5.912334353,0.0002,,,49.65928853754941,16271.233201581028,,,,,,66986.00606060606,,,49.65928853754941,16271.233201581028,66986.00606060606,3,8,11,29,26,12,17,112,43,0,12,4,155,2673
서울특별시 송파구 가락2동,11240670,"3,585",31211,12378,28.96267571,11.48633495,0.0004,62.5,1625,101.81538461538462,21766.92307692308,44.73593073593074,8664.844155844155,40,2500,13885.555555555557,46296.65065502183,24196.93681318681,15999.75,62.26282883782884,8639.191808191808,25094.723255941048,1,8,9,150,82,21,53,231,171,7,33,73,262,3580
서울특별시 송파구 문정1동,11240680,"3,137",19521,8512,36.85385338,16.06987347,0.0003,,,103.6470588235294,17858.823529411766,48.73480662983425,9413.948434622467,52,1000,,42813.78378378379,25136.525423728814,,68.12728848445455,9424.257321344745,33975.1546,,,,136,44,9,61,171,137,9,34,49,192,3359
서울특별시 송파구 문정2동,11240690,"9,144",28789,15851,57.68721216,31.76213137,0.0009,60.30434782608695,3607.362319,,,,,83.97196262,3999.84497,19734.25,,,23612.108,72.13815522304347,3803.603644,21673.179,2,15,17,2308,190,43,312,1136,266,2,337,72,937,8149
서울특별시 송파구 잠실본동,11240710,"9,762",27750,16089,60.67499534,35.17837838,0.001,,,31.482905982905983,10894.521367521367,53.10162002945509,9011.928571,78.1986755,3528.476821,,41439.77272727273,24455.847887323944,20787.07207207207,54.26106717078702,7811.642253316647,28894.230895556248,1,5,6,325,175,66,125,393,281,52,107,196,766,5082
서울특별시 송파구 잠실4동,11240750,"1,057",21209,7241,14.59743129,4.983733321,0.0001,,,136.05649717514123,27337.74011299435,,,,,,69404.65,,,136.05649717514123,27337.74011299435,69404.65,2,6,8,4,17,6,16,35,18,0,1,4,39,2586
서울특별시 송파구 잠실6동,11240770,974,16506,5832,16.70096022,5.900884527,0.0001,,,84.05714285714286,13014.285714285714,,,138.1428571,3757.142857,,33953.6875,,43714.28571428572,111.09999997857142,8385.714285642856,38833.986607142855,2,15,17,66,56,36,27,333,102,1,18,35,413,3806
서울특별시 송파구 잠실7동,11240780,534,9419,3365,15.8692422,5.669391655,0.0001,,,,,,,,,,,,,0,0,0,2,1,3,5,7,1,9,37,15,0,2,3,15,2598
서울특별시 송파구 잠실2동,11240790,"1,628",34904,11541,14.10622996,4.664221866,0.0002,52.2037037,4955.2962962962965,154.6638655462185,23248.87955182073,,,,,20426.503401360544,65985.40431266847,,20000,103.43378462310925,14102.087924058513,35470.63590467634,,,,21,47,23,67,210,92,0,10,12,117,3112
서울특별시 송파구 잠실3동,11240800,"1,838",33812,11817,15.55386308,5.435939903,0.0002,,,179.85802469135805,34357.80864197531,,,125.0869565,10282.6087,,81448.32413793103,,44680.625,152.47249059567903,22320.208670987653,63064.47456896552,1,19,20,35,43,16,77,464,77,1,8,13,185,3677
서울특별시 송파구 장지동,11240810,"3,801",28501,12074,31.48086798,13.33637416,0.0004,,,45.66513761,7533,53.46534653465346,10234.686468646863,,,,28877.6014,26131.01532567049,,49.56524207466618,8883.843234,27504.308362135947,,,,93,64,11,33,107,82,2,21,44,172,3406
서울특별시 송파구 위례동,11240820,"2,159",44911,14717,14.6701094,4.80728552,0.0002,,,37.52136752136752,9896.997557997558,45,2750,91.08641975,6066.666667,,42896.03806734992,,29224.46237,57.86926242378917,6237.888074999187,36060.25021647066,1,56,57,50,112,14,24,120,56,0,13,22,200,3177
서울특별시 강동구 명일1동,11250530,"2,636",25278,10028,26.28639809,10.42804019,0.0003,,,75.09562841530055,17565.486338797815,59.54320987654321,9151.617283950618,,,,43548.85501858736,22827.533333333333,,67.31941914592188,13358.551811374216,33188.19417596035,2,11,13,55,83,26,52,281,151,13,31,80,330,2649
서울특별시 강동구 명일2동,11250540,"1,705",17036,6426,26.53283536,10.00821789,0.0002,48.91812865497076,4385.081871345029,,,49.07692307692308,9608.307692307691,64.57539683,2552.420635,17511.53846153846,,20516.410256410258,17772.27932960894,54.19014952063128,5515.270066217573,18600.07601585255,,,,54,132,20,24,141,64,1,17,45,174,2229
서울특별시 강동구 고덕1동,11250550,"1,395",23985,8184,17.04545455,5.816135084,0.0001,,,111.1304347826087,27721.739130434784,74.16455696202532,6815.405063291139,,,,46286.438679245286,24137.47191011236,,92.64749587231701,17268.57209686296,35211.955294678824,1,,1,23,40,3,28,73,48,1,10,16,97,1916
서울특별시 강동구 고덕2동,11250560,"2,376",22773,8976,26.47058824,10.43340798,0.0002,46.46258503401361,3047.860544217687,83.23724489795919,20316.49745,74.20754716981132,5300.924528301887,69.35294118,3400,17629.28177,56918.644539614565,20837.008928571428,21997.894736842107,68.31507957044603,8016.320630374794,29345.707493245973,,,,55,56,18,58,108,80,0,26,22,174,2047
서울특별시 강동구 암사2동,11250580,"2,139",14874,6403,33.40621584,14.38079871,0.0002,46.24301075268817,2810.468817204301,92.15384615384616,16936.813186813186,39.48,6492.44,50.16666667,4216.666667,16922.54098360656,41348.56716417911,25166.228813559323,15314.285714285714,57.01088089413358,7614.097167754372,24687.905668907675,1,2,3,23,26,8,27,77,63,5,12,31,123,2029
서울특별시 강동구 암사3동,11250590,"1,092",17172,6093,17.92220581,6.359189378,0.0001,76.25,8225,97.21212121212122,18848.530303030304,25.403508771929825,16638.64912280702,42.66666667,4666.666667,45000,45770.744,23865.06796116505,11012.5,60.38307416351276,12094.711523209331,31412.07799029126,,,,57,34,2,24,95,53,0,28,6,62,1883
서울특별시 강동구 천호1동,11250610,"5,929",25971,12950,45.78378378,22.82930961,0.0006,40.822784810126585,2794,62.39215686,7678.431372549019,55.00469483568075,8080.612676056338,50,2000,13444.186046511628,26161.23188405797,21598.160606060606,,52.05490913,5138.261012151339,20401.19285,,,,56,32,10,39,217,129,7,44,34,221,2502
서울특별시 강동구 천호3동,11250630,"8,028",26054,14433,55.6225317,30.812927,0.0008,41.57142857142857,2432.5396825396824,78.17610062893081,8479.811320754718,51.207843137254905,8960.631373,61.55025126,4141.221106,12957,42353.97041420118,22020.777158774374,21541.862295081966,58.12640589940357,6003.550870460856,24718.40246701438,1,3,4,97,36,20,75,296,151,19,67,44,334,2902
서울특별시 강동구 성내1동,11250650,"2,692",19391,8211,32.78528803,13.8827291,0.0003,48.67779056386652,3628.651323360184,69.31506849315069,19196.712328767124,46.70440251572328,8731.588050314465,,,16402.507418397625,40883.07746478873,22932.426829268294,17500,54.89908719,10518.983900813924,24429.502928113663,,,,236,58,15,53,181,85,5,69,45,317,2877
서울특별시 강동구 성내2동,11250660,"7,701",23505,13434,57.32469853,32.76324186,0.0008,45.55147059,2829.279411764706,47.669950738916256,7513.935960591133,43.68955223880597,9350.701492537311,56.04166667,8378.75,13835.714285714286,33956.17105263158,22213.144144144146,21837.82608695652,48.238160059430555,7018.166716223288,22960.71389236163,,,,142,51,26,93,244,202,10,47,52,329,3029
서울특별시 강동구 성내3동,11250670,"4,565",22437,10648,42.87190083,20.34585729,0.0005,46.093023255813954,6488.372093023256,51.58974358974359,14204.615384615385,47.38360655737705,10023.075409836065,61.54166667,1035.416667,13588.620689655172,26537.36607142857,22872.959558823528,14980,51.65201001823365,7937.869888618677,19494.736579976816,1,6,7,163,71,24,99,339,207,22,50,106,481,3425
서울특별시 강동구 둔촌1동,11250700,22,52,33,66.66666667,42.30769231,0,,,,,,,,,,,,,0,0,0,1,4,5,2,0,0,0,6,1,0,1,0,0,786
서울특별시 강동구 둔촌2동,11250710,"3,536",24297,10457,33.8146696,14.55323703,0.0004,48.03271028037384,4630.911214953271,87.68571428571428,19317.871428571427,51.47663551401869,8613.411215,19.75,8750,17645.945945945947,43095.42079207921,24393.69003690037,23650,51.73626502,10328.048464619493,27196.264193731382,1,15,16,70,38,5,65,165,116,7,27,39,221,2678
서울특별시 강동구 암사1동,11250720,"6,762",33729,16043,42.14922396,20.04802989,0.0007,42.64035087719298,2736.429824561404,96.35,18675,49.27777777777778,7517.109053497942,52.37931034,3060.758621,13864.772727272728,45182.69230769231,22364.287334593573,9653.571429,60.161859748742685,7997.324374764837,22766.330949639654,,,,64,42,14,62,260,164,10,36,54,304,2945
