행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop,count_bus,count_도시철도,count_transport,단독다가구 월세 단위면적당 보증금,단독다가구 단위면적당 월세금,단독다가구 전세 단위면적당 보증금,아파트 월세 단위면적당 보증금,아파트 단위면적당 월세금,아파트 전세 단위면적당 보증금,연립다세대 월세 단위면적당 보증금,연립다세대 단위면적당 월세금,연립다세대 전세 단위면적당 보증금,오피스텔 월세 단위면적당 보증금,오피스텔 단위면적당 월세금,오피스텔 전세 단위면적당 보증금,평균 월세 단위면적당 보증금,평균 단위면적당 월세금,평균 전세 단위면적당 보증금
인천광역시 부평구 부평5동,23060550,7250,33526,16410,44.18037782,21.62500746,0.0007,128,59,40,66,397,215,60,68,112,735,2139,74,0,74,16.59542951521509,1.3159130626832152,152.37757041593687,52.53251555039061,1.8402481646228184,405.0406466489159,35.16736215,1.1834283152125025,230.34724078433047,30.20157033057852,1.2795808326786866,289.3005622674671,33.62421938654606,1.4047925937993058,269.2665050291626
인천광역시 부평구 부평6동,23060560,3269,14712,7304,44.75629792,22.2199565,0.0003,33,14,5,45,143,93,14,24,41,171,881,33,0,33,15.308690800028224,1.1928864909482308,172.974537,82.11501043581517,1.3288475747503683,406.0759014574389,32.95937191399592,1.3864623535245262,234.2903640920039,77.86253472899006,1.0927903953048146,266.5653683956197,52.06140196970735,1.2502467036319849,269.9765427362656
인천광역시 부평구 산곡1동,23060570,2162,14791,6509,33.2155477,14.61699682,0.0002,17,16,6,28,105,45,1,11,18,53,654,38,1,39,6.608755306523388,0.9072732061341728,188.42200506695625,87.53452549291298,1.2459975925545137,366.18740910200165,23.38538295516168,0.837986981,118.73154257616538,67.45939846972803,1.534553420964831,391.8030985561669,46.24701555608152,1.1314528001633797,266.2860138253225
인천광역시 부평구 산곡2동,23060580,2072,29604,10737,19.29775543,6.999054182,0.0002,28,55,9,15,112,70,1,12,41,159,903,44,0,44,16.55527802,0.6967501511931462,120.89389985932884,50.168065912914216,1.1998159632750172,337.2288810195062,21.82056959817192,0.9067559605265376,190.6447935629577,70.66311338418919,1.7685549717663267,438.8235336550541,39.80175672881883,1.142969261690257,271.8977770242117
인천광역시 부평구 산곡3동,23060590,2639,20586,8619,30.61840121,12.81939182,0.0003,21,15,2,9,124,75,1,7,17,75,772,53,0,53,17.928578619040213,0.6185601529602549,141.27682602177347,50.39708681919181,1.152533988525406,287.51179602498064,16.93783919130663,0.8905965929017879,178.04228433422912,70.66311338418919,1.7685549717663267,438.8235336550541,38.98165450343196,1.107561426538444,261.4136100090093
인천광역시 부평구 산곡4동,23060600,1627,16645,6522,24.94633548,9.774707119,0.0002,6,25,3,8,87,47,2,5,21,94,752,21,0,21,4.084348518541106,1.6319469718878346,178.45337422464067,43.64218346586363,1.1372212758189766,297.2510526231448,29.87623016791627,0.9437825395397323,220.97101985940668,70.66311338418919,1.7685549717663267,438.8235336550541,37.066468884127545,1.3703764397532177,283.87474509056153
인천광역시 부평구 청천1동,23060610,2549,17155,7634,33.39009693,14.8586418,0.0003,29,4,3,15,194,71,1,17,29,166,1003,32,0,32,8.225243204364821,1.189140777487532,107.85313158164077,19.690132570997243,0.9209430852648322,205.2364612461844,16.40064451282652,0.9723265846497284,186.5018897303848,27.144408251900103,1.4250814332247557,438.8235336550541,17.86510713502217,1.126872970156712,234.60375405331604
인천광역시 부평구 청천2동,23060620,4683,33453,14381,32.56379946,13.99874451,0.0005,234,43,15,67,315,152,15,111,102,414,1978,92,1,93,24.77115270618024,1.2089910743854997,193.89831452547256,43.22044148100601,1.1260100233314818,313.9706242335879,25.385755985026115,1.1386728180265655,211.45828921405345,30.63198903,1.1794675611038254,438.8235336550541,31.002334800553093,1.163285369211843,289.5376904
인천광역시 부평구 갈산1동,23060630,2739,15390,7126,38.43671064,17.79727096,0.0003,363,27,4,35,218,113,13,47,59,235,1654,39,1,40,19.86745213717121,1.1314052602636175,130.1227140687925,35.41187358235742,1.0286552795064885,315.1659063,21.82416804998005,1.0149501614456389,191.95685396608465,30.32669742421582,1.057849165235041,210.5041744425547,26.857547798431124,1.0582149666126963,211.937412194358
인천광역시 부평구 갈산2동,23060640,3252,17636,8104,40.12833169,18.43955545,0.0003,47,37,2,6,89,69,1,16,20,187,1032,36,1,37,19.78584618516316,1.0020116904756389,147.94127155046925,42.77084657678238,1.2770336810918852,315.0428206761095,70.29362820419793,1.1199755504739544,268.5026140682301,70.66311338418919,1.7685549717663267,438.8235336550541,50.878358587583165,1.2918939734519514,292.57755998746575
인천광역시 부평구 삼산1동,23060650,4925,32676,14278,34.49362656,15.07222426,0.0005,20,38,5,23,122,103,0,19,34,170,1066,66,0,66,18.455833638351088,1.117827116773551,183.72221201543263,57.74521558540634,1.0190572481531055,312.5909922722254,21.837887373803365,0.933335984,173.51153007761317,70.66311338418919,1.7685549717663267,438.8235336550541,42.175512495437495,1.2096938301732458,277.1620670050813
인천광역시 부평구 부개1동,23060660,3420,15848,7856,43.53360489,21.5800101,0.0003,40,19,4,19,159,102,1,28,26,135,1139,35,1,36,19.31359532790091,0.7959087232352421,132.1847434978809,49.95041704982211,1.5320487418212865,329.11019497467856,36.238222674290085,0.9002649876343838,205.09888107678333,70.66311338418919,1.7685549717663267,438.8235336550541,44.04133710905057,1.2491943561143095,276.3043383010992
인천광역시 부평구 부개2동,23060670,2794,19111,8300,33.6626506,14.61985244,0.0003,27,35,4,38,101,81,1,18,46,129,1105,49,0,49,21.593502649620195,1.0615019657554612,165.02746365670927,77.05367646184511,1.4593389441490583,450.7852360407927,36.86063855033539,1.206110466,223.91623092390304,6.684491978609625,0.6684491978609626,438.8235336550541,35.54807741010258,1.0988501434413704,319.6381160691148
인천광역시 부평구 부개3동,23060680,3843,28614,12122,31.70268933,13.43048857,0.0004,30,49,6,37,142,101,1,16,38,200,1265,81,0,81,16.274989106896843,0.9576973826012336,104.6413166761076,45.72136733308686,1.152173655,309.2167358,36.488275623372175,0.9286231711141608,220.8943482283714,70.66311338418919,1.7685549717663267,438.8235336550541,42.28693636188626,1.2017622951204303,268.3939835898833
인천광역시 부평구 일신동,23060690,1613,11739,5043,31.98492961,13.74052304,0.0002,21,8,3,19,139,57,0,14,19,104,997,58,0,58,24.42933570396097,1.0093055124132286,126.37329788647216,54.58138335614401,1.1007189492656355,292.3565653431071,31.398813149015005,1.1013197374214925,223.81209978010585,70.66311338418919,1.7685549717663267,438.8235336550541,45.268161398327294,1.2449747927166708,270.3413741661848
인천광역시 부평구 십정1동,23060700,4045,24546,11296,35.80913598,16.47926342,0.0004,35,22,0,26,156,93,1,16,23,150,1148,53,0,53,10.490940789757758,0.9383443963889964,114.93118483149854,151.85113887279618,0.852018176,364.2523263505267,23.38392983314606,0.8255948729014723,177.7651236,33.766672294445385,1.097416849569475,278.5750464291744,54.873170447536346,0.928343573714986,233.8809203027999
인천광역시 부평구 십정2동,23060710,5609,21228,11171,50.21036613,26.42264933,0.0006,83,32,19,52,279,150,34,56,119,496,2023,38,1,39,19.766566223776863,1.0148965475395708,132.23761540923527,39.33250629920351,1.5491524591163597,318.5070990470717,27.053163984952217,1.0434501154205147,216.82396905922167,15.455584697903111,1.3543995426580144,320.02553364112936,25.401955301458923,1.240474666183615,246.8985542891645
인천광역시 부평구 삼산2동,23060720,2159,27697,10191,21.18535963,7.795068058,0.0002,166,86,18,32,212,131,3,66,86,327,1850,77,2,79,26.62878246933812,1.4723634468722355,192.22582936858475,66.14433279178995,1.1212511320045464,419.9880276531933,70.29362820419793,1.1199755504739544,268.5026140682301,12.608793071876995,1.2156713505873378,438.8235336550541,43.91888413430075,1.2323153699845184,329.8850011862655
인천광역시 계양구 효성1동,23070510,3853,26623,11617,33.16691056,14.47244863,0.0004,25,24,7,21,142,92,0,8,46,193,1320,41,0,41,1.1475067807218862,0.7302315877321093,144.03178122690318,71.22112345649876,1.011352009721319,365.8272922422012,21.95040438284293,0.8474712616137992,160.05298651499547,70.66311338418919,1.7685549717663267,438.8235336550541,41.24553700106319,1.0894024577083885,277.1838984097885
인천광역시 계양구 효성2동,23070520,3410,27327,11469,29.73232191,12.47850112,0.0003,36,19,8,26,147,99,13,19,52,206,1481,63,0,63,15.382051586360545,1.1638976913994237,113.30532585015337,31.450934806538665,0.9671056390056096,255.22029966485763,29.991469060879968,0.9421770348323129,174.31201087107567,18.79699248120301,1.1278195488721805,438.8235336550541,23.905361983745543,1.0502499785273816,245.4152925102852
인천광역시 계양구 계산1동,23070530,5039,17924,9680,52.05578512,28.11314439,0.0005,99,33,8,59,327,185,34,51,116,533,2331,40,2,42,15.344618328908949,1.2827998011286994,140.3715315692462,28.208118186071545,1.002896205490185,235.4762744685084,21.65676648353958,1.0286997505419615,189.1710196424077,37.858970290587045,1.3946133501233005,281.6538713,25.76711832227678,1.1772522768210367,211.66817424504055
인천광역시 계양구 계산2동,23070540,3730,14708,7627,48.90520519,25.36034811,0.0004,40,23,7,25,170,98,5,31,37,210,1573,21,0,21,22.36726208421376,1.3346580107550163,135.58104932765198,29.07083870570792,1.0172368143998425,301.4140159,20.551642186104125,1.0297655421226966,210.78101412700184,70.66311338418919,1.7685549717663267,438.8235336550541,35.66321409005375,1.2875538347609703,271.6499032524269
인천광역시 계양구 계산3동,23070550,3298,17993,8447,39.04344738,18.3293503,0.0003,21,13,5,17,76,54,0,9,25,134,1246,17,0,17,32.47657490467508,1.015736515661621,178.45337422464067,29.63542807056972,1.0757593873945417,256.4207735287723,26.96682098508772,0.9525345911761272,201.4542599288568,70.66311338418919,1.7685549717663267,438.8235336550541,39.93548433613043,1.203146366499654,268.7879853
인천광역시 계양구 작전1동,23070560,3383,26108,10980,30.81056466,12.95771411,0.0003,35,32,4,24,116,82,3,16,24,165,1531,31,0,31,11.669493087875354,1.0215983133220952,122.8826083,25.87893370792964,1.0197359021288614,230.79888421087867,25.35899154324737,0.9954744389108348,191.06622907089653,70.66311338418919,1.7685549717663267,438.8235336550541,33.392632930810386,1.2013409065320295,245.89281380920733
인천광역시 계양구 작전2동,23070570,3506,18311,8735,40.13737836,19.14696084,0.0004,123,16,20,56,269,140,8,20,58,288,2073,38,1,39,20.554566768538244,1.4260075699129264,157.20420379528727,43.08775462882952,1.077839697648803,316.8951192388591,21.188289781085867,1.0235019517432868,196.9344732286916,28.209522276587283,1.4276069335578938,160.32811334824757,28.26003336376023,1.2387390382157275,207.84047740277137
인천광역시 계양구 작전서운동,23070580,4517,33219,13938,32.407806,13.5976399,0.0005,69,33,17,35,220,152,21,40,75,293,2085,98,0,98,26.639419374757544,1.0764258555319026,166.40529357018724,38.331722195352725,1.330185098906449,336.1307103981001,27.63841808,1.0086790835555437,196.53896256768053,15.61461357285606,1.151133795,168.9540937056318,27.056043305741586,1.141605958248474,217.0072650603999
인천광역시 계양구 계양2동,23070610,6992,32172,15853,44.10521668,21.73318414,0.0007,62,26,17,53,280,161,2,39,65,318,2251,32,1,33,18.73106810649457,0.9409094729310454,125.9630695,38.99283593458339,1.2918618507368629,331.4489701969708,24.943038718469523,1.0285600414847256,188.9370257,15.233504208363833,1.1871066819094476,177.95717888907856,24.475111741977827,1.1121095117655204,206.07656107151237
인천광역시 계양구 계산4동,23070620,3196,22503,9222,34.65625678,14.20255077,0.0003,216,87,27,43,288,170,18,76,103,514,2791,60,0,60,32.47657490467508,1.015736515661621,178.45337422464067,28.152451472925662,1.489545723328129,352.5640172,70.29362820419793,1.1199755504739544,268.5026140682301,13.221627051017064,1.2570957945115626,183.6731545275736,36.03607040820393,1.2205883959938169,245.79829000511108
인천광역시 계양구 계양1동,23070630,2683,19370,8261,32.47790824,13.85131647,0.0003,28,17,2,24,123,58,1,13,22,174,1745,134,3,137,32.19942384679772,1.029190966936108,171.48852772922578,47.208995452193655,0.9074409805930306,289.28754490801566,33.58036502614989,0.9879674156419792,193.96105817005235,70.66311338418919,1.7685549717663267,438.8235336550541,45.91297442733261,1.1732885837343612,273.3901661
인천광역시 계양구 계양3동,23070640,2866,24008,9811,29.21210886,11.93768744,0.0003,24,30,6,26,137,84,0,10,27,146,1696,72,1,73,29.157696047671013,1.2637158963265316,147.02714473113042,59.92789390428096,0.4403002383521431,351.62768521706886,51.14833879853346,1.2767563877689736,261.40484853024486,70.66311338418919,1.7685549717663267,438.8235336550541,52.724260533668655,1.1873318735534937,299.7208030333745
인천광역시 서구 검암경서동,23080510,8647,54114,23807,36.32125005,15.97922904,0.0009,65,64,6,62,281,185,1,46,78,403,1409,160,4,164,21.57581948,1.456933902099795,196.59081743599063,49.66589204966823,1.5361621604671862,376.7022237864852,56.11926521177804,1.180797170923668,253.09065351833328,44.08393581378945,1.1461823311585255,264.5036148827367,42.86122813880893,1.3300188911622937,272.7218274058865
인천광역시 서구 연희동,23080531,8324,37808,18540,44.89751888,22.01650444,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47657490467508,1.015736515661621,178.45337422464067,90.22630850357524,1.0725660560643984,345.9686892762819,70.29362820419793,1.1199755504739544,268.5026140682301,70.66311338418919,1.7685549717663267,438.8235336550541,65.91490624915934,1.2442082734915751,307.9370528060517
인천광역시 서구 가정1동,23080541,5851,41226,17392,33.64190432,14.19249988,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.47657490467508,1.015736515661621,178.45337422464067,90.22630850357524,1.0725660560643984,345.9686892762819,70.29362820419793,1.1199755504739544,268.5026140682301,70.66311338418919,1.7685549717663267,438.8235336550541,65.91490624915934,1.2442082734915751,307.9370528060517
인천광역시 서구 가정2동,23080550,2217,16910,7103,31.21216387,13.11058545,0.0002,0,1,0,1,8,2,0,1,1,6,323,18,0,18,32.47657490467508,1.015736515661621,178.45337422464067,16.36345973724211,0.8259679268927939,168.88177946159806,70.29362820419793,1.1199755504739544,268.5026140682301,70.66311338418919,1.7685549717663267,438.8235336550541,47.44919405757608,1.182558741198674,263.6653253523807
인천광역시 서구 가정3동,23080560,1722,8822,4190,41.09785203,19.51938336,0.0002,9,3,0,4,19,19,0,4,3,20,449,21,0,21,32.47657490467508,1.015736515661621,178.45337422464067,21.61270511002766,0.8177298097843794,187.7428616493211,19.78756211376084,0.8544547904381431,167.3584202021743,70.66311338418919,1.7685549717663267,438.8235336550541,36.13498887816319,1.1141190219126176,243.09454743279755
인천광역시 서구 석남1동,23080580,4760,20693,10442,45.58513695,23.00294786,0.0005,58,13,9,64,281,152,42,26,93,398,1620,27,1,28,13.47670490860676,1.0039478474054395,150.57564070615018,21.338515818131253,0.9539142533304068,219.59105601817063,26.886760353103224,0.9442373066932732,189.3475182461807,55.94139134054015,1.030547557424961,237.2354121656417,29.410843105095346,0.98316174121352,199.1874067840358
인천광역시 서구 석남2동,23080590,2450,12069,5875,41.70212766,20.299942,0.0002,57,14,6,79,299,205,2,46,73,390,1691,53,1,54,15.377011121262372,0.9313906390304624,139.34195100461048,36.41266236700349,1.1641730097611218,314.2004195578468,17.268943766555008,0.904736406,166.79953990506712,70.66311338418919,1.7685549717663267,438.8235336550541,34.93043265975251,1.1922137566394777,264.7913610306447
인천광역시 서구 석남3동,23080600,2784,12642,6314,44.09249287,22.02183199,0.0003,14,15,0,19,65,56,0,4,8,69,711,24,1,25,12.069367531331974,1.055930496659672,78.96685152166296,15.308303782119667,0.8452600293148176,180.7493347172633,18.74607355,0.93256823,172.87439346673148,70.66311338418919,1.7685549717663267,438.8235336550541,29.19671456191021,1.150578431935204,217.853528340178
인천광역시 서구 가좌1동,23080620,3118,12567,6574,47.42926681,24.81101297,0.0003,55,8,2,52,309,194,1,50,39,254,1551,70,0,70,15.468342890867191,0.7916563602592903,89.79935024563304,13.52294639629294,0.8603081808579813,184.93758068572845,14.116411984584149,0.9040778589398304,171.34597425545047,96.80762445,0.7754945707731468,267.33500417710945,34.978831430436074,0.8328842427075621,178.35447734098034
인천광역시 서구 가좌2동,23080630,2031,18545,7501,27.07638981,10.95173901,0.0002,14,30,8,19,125,60,0,3,34,149,1010,36,0,36,32.47657490467508,1.015736515661621,112.55627813906956,45.51955654877906,0.8797053476704135,249.0507806334797,20.709379617742933,1.0048291949373758,143.0107396652168,70.66311338418919,1.7685549717663267,438.8235336550541,42.34215611384656,1.1672065075089342,235.86033302320504
인천광역시 서구 가좌3동,23080640,3486,15577,7891,44.1769104,22.37914874,0.0004,124,20,2,38,199,86,2,43,29,205,1383,38,2,40,18.76633065350829,0.8518567980125848,139.1655899260497,23.06588457703681,0.9347463173343504,178.41508156233184,17.722009112172266,0.8498091010138149,151.1759735010425,25.479189370326583,1.986339145304292,471.1435771964297,21.25835342826099,1.1556878404162605,234.97505554646344
인천광역시 서구 가좌4동,23080650,2245,11853,5634,39.84735534,18.94035265,0.0002,26,13,1,22,105,60,1,20,12,126,1041,35,1,36,18.534651299070728,0.8744858012295346,119.82324680699335,58.79809911160585,1.2799829515015453,375.4894700325693,16.850455156641765,0.9495280009295428,157.06673255246665,70.66311338418919,1.7685549717663267,438.8235336550541,41.21157973787688,1.218137931356737,272.8007457617708
인천광역시 서구 신현원창동,23080730,4007,29738,12580,31.85214626,13.47434259,0.0004,75,46,7,68,394,183,6,44,64,384,2052,103,0,103,13.839537837781272,0.8194013243955711,126.92247192129336,85.60926434465543,0.9158496572545488,355.89929826822566,21.62819456749679,1.0105592972218531,165.83734552589365,70.66311338418919,1.7685549717663267,438.8235336550541,47.93502753353067,1.128591312659575,271.8706623426167
인천광역시 서구 청라1동,23080740,3563,30308,11818,30.14892537,11.75597202,0.0004,7,9,0,4,24,18,0,1,2,63,797,83,0,83,46.10023106868477,0.970973617,206.4903596,69.33674280989155,1.5434410532637248,406.6176189810737,70.29362820419793,1.1199755504739544,268.5026140682301,30.62138488179131,1.7253650722996154,321.0648280666559,54.08799674114138,1.3399388232593237,300.66885517899
인천광역시 서구 청라2동,23080780,4901,47538,17926,27.34017628,10.30964702,0.0005,0,10,2,6,18,14,0,0,5,15,730,74,0,74,31.272626490971103,1.1448039398521246,211.63836198553065,73.32050013869012,0.4330143608567209,80.85334477,70.29362820419793,1.1199755504739544,268.5026140682301,35.95947537801852,1.7682146501465437,363.98883331620806,52.71155755296942,1.1165021253323355,231.2457885349922
인천광역시 서구 청라3동,23080790,4051,35388,13571,29.85041633,11.44738329,0.0004,0,2,0,2,8,1,0,0,2,9,639,145,1,146,44.92811579951843,1.1227835138233566,237.66305046928483,65.48840916910791,1.801915457488636,411.7258386230414,99.25077700826306,1.6178363008147685,424.05909966031936,32.79638355810075,1.8720408716814088,395.7519797166117,60.61592138374754,1.6036440359520423,367.29999211731433
인천광역시 서구 검단동,23080800,6267,32433,14995,41.79393131,19.32291185,0.0006,89,25,8,53,250,132,5,64,47,317,2018,72,0,72,21.502497685029347,1.3469476056181606,165.08945441848968,23.363188440824207,1.0079021147589693,254.18879351410607,32.37080577756448,0.9086526296448308,225.85696917573472,14.834198099919073,1.383417292551115,438.8235336550541,23.01767250083428,1.161729910643269,270.9896876908461
인천광역시 서구 불로대곡동,23080810,3213,23213,9756,32.93357934,13.84138198,0.0003,28,29,2,24,104,35,0,25,12,129,1380,45,0,45,18.83253562524314,1.2255499352209458,180.6595022281211,29.66820150803913,1.0483917885086198,242.1619009548677,24.470981325660134,1.0592923521692614,220.2303444782064,70.66311338418919,1.7685549717663267,438.8235336550541,35.90870796,1.2754472619162884,270.4688203290623
인천광역시 서구 오류왕길동,23080840,3228,24265,10023,32.20592637,13.30311148,0.0003,136,35,15,106,344,170,14,95,67,371,2539,171,3,174,21.26950277011279,1.2772281242898975,182.0887445887446,29.98166339595656,0.8948162418603454,216.80636605929524,36.06019945604576,1.0569664160204182,213.7480263777621,52.74199884444105,1.116590783,366.4921465968587,35.01334111663904,1.0864003912926652,244.78382090566515
인천광역시 서구 당하동,23080850,3937,28681,12030,32.72651704,13.7268575,0.0004,36,49,8,35,111,55,0,15,37,223,1698,33,1,34,19.45808547483968,1.312649782601553,226.5261341152936,35.467470169281384,1.2194365112972327,296.8155494616379,55.39696787,1.2729562773398049,253.0795409786772,70.66311338418919,1.7685549717663267,216.7389129709904,45.24640922457756,1.3933993857512297,248.29003438164975
인천광역시 서구 마전동,23080860,2037,21660,8101,25.14504382,9.404432133,0.0002,45,35,8,21,120,83,0,14,45,198,1721,34,1,35,20.871517940676352,1.2436336815829458,194.93039226547228,38.81533585375939,1.1518388916949418,303.7149196320435,33.48000255833408,1.171948243,210.36947470414643,70.66311338418919,1.7685549717663267,229.5137708262496,40.95749243423976,1.3339939470110536,234.63213935697797
인천광역시 서구 원당동,23080870,3431,22756,9562,35.88161472,15.07734224,0.0003,113,166,10,92,214,120,1,40,62,369,2468,24,0,24,23.86497606277096,1.2870364931557836,212.40628887354472,47.86435387145678,1.2429354311253091,307.05444428257294,48.08426180369548,0.8687164337286537,208.1333124201213,24.684329347569417,1.644006435962729,409.6504340887825,36.12448027137316,1.2606736984931188,284.3111199162554
인천광역시 서구 아라동,23080880,5518,65552,24543,22.48298904,8.417744691,0.0006,19,50,18,19,61,34,2,7,14,167,1714,80,0,80,32.47657490467508,1.015736515661621,178.45337422464067,117.3355608898902,0.5438287072049238,384.4143287384964,70.29362820419793,1.1199755504739544,268.5026140682301,42.73936711228615,2.2842954661974706,503.61095747452566,65.71128277776235,1.2409590598844926,333.74531862647325
인천광역시 미추홀구 숭의2동,23090520,2860,13800,6682,42.80155642,20.72463768,0.0003,43,9,5,21,112,79,7,17,10,176,1466,17,0,17,15.46409238204442,0.8620929698092192,99.36823885695604,44.23127495224551,1.2637225658282245,221.54460479427908,31.29236754528513,1.072051426902215,189.9333312753866,20.74964793906532,0.6534573467573167,243.41009365086555,27.934345704660096,0.962831077324244,188.56406714437185
인천광역시 미추홀구 숭의4동,23090540,3182,15035,7357,43.25132527,21.16395078,0.0003,30,12,3,16,117,62,5,12,10,122,1481,18,0,18,30.82657872782726,0.940781139,142.76854780123264,44.78773185,1.1646414584703049,268.7532078957223,37.54118649309188,0.9980878727275988,192.58239587387683,29.97368541672597,1.114766713769574,264.1300332,35.78229562191128,1.0545692959918695,217.058546192708
인천광역시 미추홀구 용현2동,23090560,3746,19504,9155,40.9175314,19.20631665,0.0004,12,13,1,18,78,53,6,8,21,148,1518,31,1,32,19.10379619559885,1.4918729775169786,139.2435241169791,52.18991216547395,0.9187317695761686,257.2100016532535,26.69284739749069,0.7632499998249355,217.6286860863223,35.96108455987389,1.2147863792222762,232.99981007963743,33.486910079609345,1.0971602815350896,211.7705054840481
인천광역시 미추홀구 용현3동,23090570,2524,7153,4287,58.87567063,35.28589403,0.0003,19,3,5,20,161,46,4,7,19,134,1616,8,0,8,19.98344235650064,0.8527971359796794,156.1047863935072,22.27242725815677,1.084718745030671,273.95152722543867,18.276512156682347,0.8404195835172944,156.96693372278398,27.72156723828189,1.7521264221489152,368.4288829101585,22.06348725240541,1.132515472,238.86303256297208
인천광역시 미추홀구 용현5동,23090590,7291,45898,19912,36.61611089,15.88522376,0.0007,54,74,22,40,304,212,23,29,141,610,2776,73,1,74,17.137185064490602,1.2775614301446665,152.90282525225163,37.51399029368898,1.2530534412109695,313.0295371763804,27.84918046495366,1.1414291551847815,190.7498383834568,46.76914150653853,2.143841134283707,432.0171789671498,32.31737433241794,1.453971290206031,272.17484494480965
인천광역시 미추홀구 학익1동,23090600,3616,29395,11927,30.31776641,12.3014118,0.0004,92,60,11,27,241,192,0,33,42,262,2149,82,0,82,18.22393388098838,1.099654554098449,132.33281618083504,48.38240486148293,1.4112094107754656,245.1997780584246,14.324367939822734,1.1184424054872055,157.82318826017868,70.66311338418919,1.7685549717663267,438.8235336550541,37.89845501662081,1.3494653355318618,243.5448290386231
인천광역시 미추홀구 학익2동,23090610,3031,17820,8132,37.27250369,17.00897868,0.0003,363,18,3,29,107,57,2,23,33,204,2172,42,0,42,13.32268578607867,1.316895599056799,152.17391304347825,37.01307923464711,1.1034125266510773,250.0342734624489,21.567537691635625,0.8648143821183155,155.57180889049965,70.66311338418919,1.7685549717663267,438.8235336550541,35.64160402413765,1.2634193698981298,249.15088226287023
인천광역시 미추홀구 도화1동,23090620,4496,21111,10355,43.41863834,21.29695419,0.0005,57,14,6,28,143,88,14,29,33,198,1953,26,0,26,35.53704770854454,0.6389389050062415,116.97672503895588,30.74729232892248,0.9645625655521716,302.0709970345085,40.02749905635088,0.8356837196449274,195.48463452369168,95.14113596,0.9746470906270552,296.3352569332602,50.36324376345448,0.8534580702075989,227.71690338260404
인천광역시 미추홀구 주안1동,23090650,7226,19856,11859,60.93262501,36.39202256,0.0007,109,48,21,70,595,211,92,75,108,588,3273,19,1,20,15.726879972987383,0.96137249,130.43126463814235,53.861782742370565,1.535106968356262,342.2727550109266,25.27222006161874,1.1451433805289415,217.05617818265705,24.627280634941418,1.3401597335436852,281.40938111626554,29.872040852979524,1.2454456431072225,242.79239473699784
인천광역시 미추홀구 주안2동,23090660,4684,21869,10876,43.06730416,21.4184462,0.0005,32,16,1,45,133,86,6,17,25,148,1893,31,0,31,18.851793626134302,0.8901003332699691,135.42397818566278,28.70236282512957,1.0378041488914205,252.21311218364687,25.20192428671207,0.912195249,194.5177515,70.66311338418919,1.7685549717663267,230.92868168049787,35.85479853054128,1.1521636757319291,203.27088088745188
인천광역시 미추홀구 주안3동,23090670,2833,12231,6174,45.88597344,23.16245605,0.0003,15,10,3,44,80,55,1,13,14,91,1740,12,0,12,15.244791712180817,0.8793160839219696,108.71407117363856,54.50372673139096,1.5325193031521889,370.3648881,23.755916080212824,0.9478338680578118,184.4231300257163,13.11681056871527,1.191038544841577,438.8235336550541,26.65531127312497,1.1376769499933868,275.58140573860226
인천광역시 미추홀구 주안4동,23090680,3722,17702,8659,42.98417831,21.02587278,0.0004,59,17,10,57,191,93,4,36,22,192,2123,22,1,23,14.77532698,0.8156036176480362,135.30816792767467,84.57038052284908,1.562391665027394,410.1722631568762,21.79356436352679,0.9667013594736684,207.96384074587428,16.924053310767928,1.861645864184472,438.8235336550541,34.51583129428595,1.3015856265833925,298.0669513713698
인천광역시 미추홀구 주안5동,23090690,4665,19819,10080,46.2797619,23.53801907,0.0005,56,20,11,28,183,120,6,35,60,263,782,42,1,43,15.975523399507418,1.139134462714872,135.7742271766739,88.45956205180735,1.2849334414956863,381.6037182370696,17.238258537877922,1.2340163480598825,171.56263502328562,24.262061387267213,2.0768325408923114,271.6953916520717,36.48385134411498,1.433729198290688,240.1589930222752
인천광역시 미추홀구 주안6동,23090700,4266,21030,9984,42.72836538,20.2853067,0.0004,114,37,20,43,383,119,30,44,41,391,1261,23,1,24,19.17806169752568,1.4688204485845693,145.5510569949315,72.04865206189484,1.3846619269324223,362.4527475613553,25.347733990796808,1.0425019613824844,205.1929468180041,15.41385689811483,1.557958611806457,220.3591994416836,32.99707616208304,1.3634857371764832,233.3889877039936
인천광역시 미추홀구 주안7동,23090710,2647,11608,5867,45.11675473,22.80323915,0.0003,22,16,7,38,231,103,0,11,41,283,806,19,0,19,14.041514533798642,0.8915200066705683,129.65016496958145,21.49376742405708,0.8134623243721636,186.2219647951719,19.850209838143048,0.9420852535633916,189.4992292830919,16.758983033359755,1.363162678,252.4402558061259,18.036118707339632,1.0025575656515309,189.4529037134928
